品牌名称,买家昵称,付款日期,订单状态,实付金额,邮费,省份,城市,购买数量
数据不吹牛,外冰淇淋婆,2019/5/18 18:12,交易成功,255,6,浙江省,丽水市,1
数据不吹牛,力可可士,2019/5/18 19:03,交易成功,225,8,广东省,深圳市,1
数据不吹牛,1tb4678074_22,2019/5/18 19:09,交易成功,196,0,山东省,聊城市,1
数据不吹牛,9jillxjj12,2019/5/18 19:28,付款以后用户退款成功，交易自动关闭,131,6,上海,上海市,1
数据不吹牛,0t_1481542367958_05,2019/5/18 20:08,交易成功,130,0,湖北省,武汉市,1
数据不吹牛,icrac,2019/5/18 20:29,交易成功,212,0,浙江省,温州市,1
数据不吹牛,翁白孙,2019/5/18 20:39,交易成功,144,0,浙江省,杭州市,2
数据不吹牛,2cenkaijia6,2019/5/18 20:43,交易成功,272,8,广东省,广州市,1
数据不吹牛,2didadi35623,2019/5/18 20:51,交易成功,191,8,福建省,南平市,1
数据不吹牛,7tb_79937,2019/5/18 20:52,交易成功,124,0,浙江省,温州市,1
数据不吹牛,德鹏宝,2019/5/18 20:52,交易成功,228,0,新疆维吾尔自治区,石河子市,1
数据不吹牛,1tb45321,2019/5/18 20:53,交易成功,191,0,江苏省,苏州市,1
数据不吹牛,墨苦思冥想胡思乱想静想,2019/5/18 21:15,交易成功,184,0,江苏省,苏州市,1
数据不吹牛,1沈雅文7,2019/5/18 21:22,交易成功,49,0,广东省,深圳市,1
数据不吹牛,1tb_68727,2019/5/18 22:06,交易成功,60,0,上海,上海市,2
数据不吹牛,orainloverainw,2019/5/18 22:24,交易成功,171,0,江苏省,南通市,2
数据不吹牛,春朱军华,2019/5/18 22:30,交易成功,194,0,上海,上海市,1
数据不吹牛,0blanc12,2019/5/18 22:40,交易成功,40,0,浙江省,杭州市,1
数据不吹牛,8t_1495958840682_09,2019/5/18 22:52,交易成功,114,0,北京,北京市,1
数据不吹牛,ykkkkkayy,2019/5/18 22:57,交易成功,124,0,广东省,广州市,1
数据不吹牛,光我是鸟,2019/5/18 22:57,交易成功,153,0,辽宁省,营口市,1
数据不吹牛,8zjyxq68209,2019/5/18 23:02,交易成功,134,0,浙江省,丽水市,1
数据不吹牛,可夏可,2019/5/18 23:37,交易成功,49,0,江苏省,无锡市,2
数据不吹牛,贼陶兔,2019/5/18 23:48,交易成功,193,0,上海,上海市,1
数据不吹牛,7zoez,2019/5/18 23:49,交易成功,42,0,上海,上海市,1
数据不吹牛,upinky_e,2019/5/18 23:51,交易成功,209,0,重庆,重庆市,1
数据不吹牛,nkra,2019/5/18 23:57,交易成功,44,0,上海,上海市,2
数据不吹牛,相244心依,2019/5/19 0:06,交易成功,159,0,福建省,泉州市,1
数据不吹牛,ralexjo,2019/5/19 0:08,交易成功,98,0,江苏省,苏州市,2
数据不吹牛,32011sky3,2019/5/19 0:17,交易成功,206,6,江苏省,南京市,1
数据不吹牛,7t_1497084386383_02,2019/5/19 0:22,交易成功,192,6,江苏省,南京市,1
数据不吹牛,7wei1961,2019/5/19 0:33,交易成功,49,0,云南省,丽江市,2
数据不吹牛,spreferch,2019/5/19 0:42,交易成功,44,0,湖北省,武汉市,2
数据不吹牛,1kay_forever4,2019/5/19 0:57,交易成功,259,0,广东省,广州市,1
数据不吹牛,i2014r,2019/5/19 1:32,交易成功,211,0,江西省,赣州市,1
数据不吹牛,2飞仙恋8,2019/5/19 1:41,交易成功,234,0,江苏省,镇江市,1
数据不吹牛,ckkccnc,2019/5/19 2:38,交易成功,49,0,广东省,广州市,1
数据不吹牛,9冒昧10,2019/5/19 7:40,交易成功,171,0,辽宁省,大连市,1
数据不吹牛,dyh_do,2019/5/19 8:48,交易成功,248,0,上海,上海市,1
数据不吹牛,uderr,2019/5/19 8:57,交易成功,73,0,陕西省,西安市,3
数据不吹牛,矮想长高的个,2019/5/19 9:03,交易成功,270,0,黑龙江省,大兴安岭地区,1
数据不吹牛,2jina2,2019/5/19 9:12,交易成功,144,0,上海,上海市,1
数据不吹牛,brobbyb,2019/5/19 9:17,交易成功,144,0,浙江省,温州市,1
数据不吹牛,当叮叮闹,2019/5/19 9:24,交易成功,49,0,上海,上海市,2
数据不吹牛,amaoningi,2019/5/19 9:54,交易成功,222,0,江苏省,苏州市,1
数据不吹牛,辰五月2,2019/5/19 10:17,交易成功,37,0,浙江省,绍兴市,2
数据不吹牛,股的国际化的沟,2019/5/19 10:28,交易成功,220,0,广西壮族自治区,崇左市,1
数据不吹牛,好呵呵好哇,2019/5/19 10:46,交易成功,264,8,广东省,梅州市,1
数据不吹牛,0xiaotiane19,2019/5/19 11:09,交易成功,215,0,浙江省,杭州市,1
数据不吹牛,跳龙种蚤,2019/5/19 11:26,交易成功,40,0,江苏省,南京市,1
数据不吹牛,youho,2019/5/19 11:45,交易成功,45,0,北京,北京市,2
数据不吹牛,athus,2019/5/19 11:53,交易成功,251,0,上海,上海市,1
数据不吹牛,流轻觞,2019/5/19 11:55,交易成功,164,0,上海,上海市,1
数据不吹牛,qangel_shi,2019/5/19 12:03,交易成功,111,0,上海,上海市,6
数据不吹牛,道lyg仙骨,2019/5/19 12:18,交易成功,115,6,江苏省,常州市,1
数据不吹牛,1fhj199401,2019/5/19 12:37,交易成功,259,0,广东省,深圳市,1
数据不吹牛,8molihuakai45,2019/5/19 12:44,交易成功,160,0,北京,北京市,1
数据不吹牛,0szv8,2019/5/19 13:12,交易成功,47,0,上海,上海市,2
数据不吹牛,mgg_mo,2019/5/19 13:13,交易成功,156,0,山东省,青岛市,2
数据不吹牛,l云逸ape,2019/5/19 13:25,交易成功,144,0,江苏省,无锡市,1
数据不吹牛,8qingyyhapp8,2019/5/19 13:43,交易成功,269,0,广东省,东莞市,1
数据不吹牛,9fangcaodi820768,2019/5/19 13:47,交易成功,41,0,广东省,深圳市,2
数据不吹牛,c时尚教主perft,2019/5/19 14:31,交易成功,162,0,北京,北京市,1
数据不吹牛,nsongshu889yg,2019/5/19 15:05,交易成功,42,0,上海,上海市,2
数据不吹牛,ltoolatj,2019/5/19 15:13,交易成功,203,0,浙江省,杭州市,1
数据不吹牛,2wangyuting08,2019/5/19 15:15,交易成功,134,0,山东省,济南市,1
数据不吹牛,9完美幸福202,2019/5/19 15:33,付款以后用户退款成功，交易自动关闭,149,0,北京,北京市,1
数据不吹牛,佰狗特,2019/5/19 15:50,交易成功,254,0,山东省,烟台市,2
数据不吹牛,冲美丽奇迹壹天,2019/5/19 16:32,交易成功,71,0,天津,天津市,3
数据不吹牛,0anchorage16,2019/5/19 16:57,交易成功,50,0,广东省,深圳市,2
数据不吹牛,购15物,2019/5/19 17:15,交易成功,248,6,浙江省,金华市,1
数据不吹牛,云xc彩,2019/5/19 19:02,交易成功,228,0,上海,上海市,1
数据不吹牛,nyuanlg,2019/5/19 19:02,交易成功,49,0,上海,上海市,1
数据不吹牛,1lh5831818,2019/5/19 19:15,交易成功,149,0,辽宁省,大连市,1
数据不吹牛,长vivian大,2019/5/19 19:33,交易成功,198,0,云南省,昆明市,2
数据不吹牛,1tb4263868_21,2019/5/19 20:20,交易成功,144,0,上海,上海市,1
数据不吹牛,picewinp,2019/5/19 21:08,交易成功,88,0,湖北省,武汉市,3
数据不吹牛,5安逸xyy58,2019/5/19 21:16,交易成功,144,0,浙江省,嘉兴市,1
数据不吹牛,dshshg,2019/5/19 21:52,交易成功,149,0,上海,上海市,1
数据不吹牛,瀚司然,2019/5/19 21:59,交易成功,34,0,内蒙古自治区,兴安盟,3
数据不吹牛,晨倾辰,2019/5/19 22:05,交易成功,212,0,江苏省,南京市,1
数据不吹牛,5fxj3538479,2019/5/19 22:14,交易成功,221,0,福建省,福州市,1
数据不吹牛,1季节07,2019/5/19 22:21,交易成功,49,0,广东省,江门市,1
数据不吹牛,3陌上人如玉ll299589,2019/5/19 22:27,交易成功,210,10,湖南省,衡阳市,1
数据不吹牛,2panping16,2019/5/19 22:27,交易成功,236,0,上海,上海市,1
数据不吹牛,女琴神,2019/5/19 22:33,交易成功,221,0,河北省,唐山市,1
数据不吹牛,1加蓝848,2019/5/19 22:37,交易成功,58,0,江苏省,扬州市,3
数据不吹牛,思被海风吹散念,2019/5/19 22:42,交易成功,40,0,北京,北京市,1
数据不吹牛,0wrigle0,2019/5/19 22:43,交易成功,49,0,上海,上海市,2
数据不吹牛,isiyu_n,2019/5/19 22:53,交易成功,198,0,重庆,重庆市,1
数据不吹牛,uyinianzhizo,2019/5/19 22:57,交易成功,137,0,江苏省,无锡市,1
数据不吹牛,4tb444218,2019/5/19 23:15,交易成功,144,0,上海,上海市,1
数据不吹牛,stsoh,2019/5/19 23:31,交易成功,133,0,天津,天津市,1
数据不吹牛,1smile0410,2019/5/19 23:31,交易成功,174,0,重庆,重庆市,1
数据不吹牛,1saintiyo9,2019/5/19 23:39,交易成功,63,0,浙江省,湖州市,3
数据不吹牛,npinstonwg,2019/5/19 23:48,交易成功,193,0,广东省,广州市,4
数据不吹牛,0小九8,2019/5/20 0:07,交易成功,144,0,四川省,成都市,1
数据不吹牛,9yuanxuetin8,2019/5/20 0:27,交易成功,149,0,北京,北京市,1
数据不吹牛,2tengok0,2019/5/20 0:47,付款以后用户退款成功，交易自动关闭,124,0,浙江省,温州市,1
数据不吹牛,s遗失og,2019/5/20 3:13,交易成功,196,8,安徽省,芜湖市,1
数据不吹牛,0k222050,2019/5/20 4:57,交易成功,258,6,上海,上海市,1
数据不吹牛,1tb8330710_20,2019/5/20 6:18,交易成功,155,0,浙江省,杭州市,1
数据不吹牛,7yinyin1966,2019/5/20 6:36,交易成功,226,0,浙江省,杭州市,1
数据不吹牛,920141988ya8,2019/5/20 8:28,交易成功,226,0,上海,上海市,1
数据不吹牛,0doria18,2019/5/20 8:39,交易成功,269,0,陕西省,西安市,1
数据不吹牛,0liujie1_29,2019/5/20 9:04,交易成功,49,0,北京,北京市,3
数据不吹牛,0ningbing0,2019/5/20 9:28,交易成功,149,0,广东省,广州市,1
数据不吹牛,ghanqian_hh,2019/5/20 9:47,交易成功,271,0,上海,上海市,1
数据不吹牛,lalbee_sme,2019/5/20 9:53,交易成功,49,0,广东省,广州市,2
数据不吹牛,kgoodlu秀,2019/5/20 10:11,交易成功,159,0,浙江省,杭州市,1
数据不吹牛,1winkc0,2019/5/20 10:12,交易成功,179,8,广东省,广州市,1
数据不吹牛,0xiongqin18,2019/5/20 10:13,交易成功,220,0,四川省,成都市,1
数据不吹牛,7是小鱼啊108843,2019/5/20 10:28,交易成功,124,0,辽宁省,大连市,1
数据不吹牛,嫒果果媛,2019/5/20 11:20,交易成功,161,0,辽宁省,沈阳市,4
数据不吹牛,奋黄奋斗,2019/5/20 11:33,交易成功,128,0,云南省,临沧市,1
数据不吹牛,1tb7483230_23,2019/5/20 11:48,交易成功,114,0,浙江省,金华市,1
数据不吹牛,丽我叫蒋丽,2019/5/20 11:49,交易成功,192,0,贵州省,铜仁市,1
数据不吹牛,麻mari麻,2019/5/20 11:49,交易成功,61,0,上海,上海市,2
数据不吹牛,1杨059418177319,2019/5/20 11:55,付款以后用户退款成功，交易自动关闭,40,0,贵州省,毕节市,1
数据不吹牛,2梯恩2,2019/5/20 12:11,交易成功,49,0,贵州省,贵阳市,1
数据不吹牛,p可爱的宝宝zhaopppp,2019/5/20 12:14,交易成功,115,0,浙江省,绍兴市,1
数据不吹牛,洛午神,2019/5/20 12:14,交易成功,155,0,上海,上海市,5
数据不吹牛,o胖胖的熊,2019/5/20 12:17,交易成功,181,0,上海,上海市,1
数据不吹牛,uhzhuangyani,2019/5/20 12:19,交易成功,49,0,广东省,惠州市,2
数据不吹牛,1桃桃娘200404,2019/5/20 12:30,交易成功,157,0,北京,北京市,1
数据不吹牛,5wxf1236,2019/5/20 12:38,交易成功,171,0,上海,上海市,1
数据不吹牛,0lovesmiling27,2019/5/20 13:20,交易成功,149,0,上海,上海市,1
数据不吹牛,cilie,2019/5/20 13:52,交易成功,165,0,重庆,重庆市,1
数据不吹牛,1唯美宝2,2019/5/20 14:31,交易成功,164,0,广东省,广州市,1
数据不吹牛,6tb16622,2019/5/20 14:52,交易成功,235,0,江苏省,常州市,1
数据不吹牛,nhobbeswg,2019/5/20 15:30,交易成功,149,0,上海,上海市,1
数据不吹牛,燕朱呢,2019/5/20 15:40,交易成功,160,0,浙江省,嘉兴市,1
数据不吹牛,z遇见自己h,2019/5/20 15:51,交易成功,270,0,广东省,深圳市,1
数据不吹牛,窝我们这猪,2019/5/20 15:51,交易成功,243,0,北京,北京市,1
数据不吹牛,三莞笑,2019/5/20 15:59,交易成功,49,0,广东省,东莞市,1
数据不吹牛,的戴紫项猫,2019/5/20 16:01,交易成功,144,0,上海,上海市,1
数据不吹牛,5tb6332995,2019/5/20 16:42,交易成功,193,0,内蒙古自治区,呼伦贝尔市,1
数据不吹牛,丸野原紫,2019/5/20 17:06,交易成功,124,0,重庆,重庆市,1
数据不吹牛,ucutiu,2019/5/20 17:11,交易成功,58,0,上海,上海市,3
数据不吹牛,小千兔,2019/5/20 17:21,交易成功,124,0,山东省,济宁市,1
数据不吹牛,高xiaoyangaoshen升,2019/5/20 17:33,交易成功,144,0,上海,上海市,1
数据不吹牛,byikooby,2019/5/20 17:41,交易成功,144,0,北京,北京市,1
数据不吹牛,么小红哒,2019/5/20 17:47,交易成功,266,0,北京,北京市,1
数据不吹牛,4jing38,2019/5/20 17:53,交易成功,49,0,上海,上海市,1
数据不吹牛,oandyo,2019/5/20 17:55,交易成功,187,0,广东省,潮州市,1
数据不吹牛,樱cheri桃,2019/5/20 18:09,交易成功,134,0,上海,上海市,1
数据不吹牛,y羊氏家b,2019/5/20 18:40,交易成功,195,0,湖南省,邵阳市,1
数据不吹牛,0晓baby8504,2019/5/20 18:42,交易成功,49,0,辽宁省,大连市,2
数据不吹牛,1coolfish_7,2019/5/20 18:58,交易成功,34,0,北京,北京市,1
数据不吹牛,xlemonc,2019/5/20 19:09,交易成功,38,0,北京,北京市,1
数据不吹牛,0gaochaocc27,2019/5/20 19:24,交易成功,144,0,浙江省,台州市,1
数据不吹牛,0小熊的洋娃娃27,2019/5/20 19:45,交易成功,49,0,浙江省,宁波市,1
数据不吹牛,8princess_viv8,2019/5/20 20:18,交易成功,144,0,上海,上海市,1
数据不吹牛,ibmnhjko,2019/5/20 20:45,交易成功,163,0,江苏省,无锡市,1
数据不吹牛,2yezi09,2019/5/20 20:47,交易成功,246,0,江苏省,南京市,1
数据不吹牛,3qiansongfei10,2019/5/20 20:58,交易成功,127,0,上海,上海市,1
数据不吹牛,wbuley,2019/5/20 21:06,交易成功,182,0,重庆,重庆市,1
数据不吹牛,5tb3232595,2019/5/20 21:06,交易成功,120,0,福建省,宁德市,1
数据不吹牛,4zhulingjuan85,2019/5/20 21:10,交易成功,103,0,广东省,深圳市,3
数据不吹牛,lxn1ce,2019/5/20 21:36,交易成功,189,0,上海,上海市,1
数据不吹牛,1a1b15,2019/5/20 21:49,交易成功,37,0,四川省,遂宁市,2
数据不吹牛,7105723819a,2019/5/20 22:01,交易成功,261,8,江西省,宜春市,1
数据不吹牛,c1835858172l,2019/5/20 22:18,交易成功,155,0,浙江省,宁波市,1
数据不吹牛,1tb6039785_21,2019/5/20 22:34,交易成功,49,0,安徽省,合肥市,1
数据不吹牛,olulup,2019/5/20 22:40,交易成功,44,0,上海,上海市,2
数据不吹牛,8luozhenzhe9,2019/5/20 22:41,交易成功,32,0,广东省,惠州市,2
数据不吹牛,a123qiangxo,2019/5/20 22:52,交易成功,274,0,云南省,昆明市,1
数据不吹牛,7芸芸7653525,2019/5/20 22:59,交易成功,116,0,浙江省,绍兴市,1
数据不吹牛,omythk,2019/5/20 23:08,交易成功,48,0,广东省,深圳市,2
数据不吹牛,姑请叫我泡娘,2019/5/20 23:17,交易成功,234,0,安徽省,滁州市,1
数据不吹牛,2babyfish2,2019/5/20 23:19,交易成功,144,0,广东省,中山市,1
数据不吹牛,2caina1,2019/5/20 23:31,交易成功,168,0,福建省,福州市,2
数据不吹牛,8xwj_67988,2019/5/20 23:38,交易成功,49,0,福建省,漳州市,1
数据不吹牛,i萌萌_els,2019/5/20 23:57,交易成功,212,0,陕西省,西安市,1
数据不吹牛,翘honey课,2019/5/21 0:07,交易成功,49,0,江苏省,镇江市,2
数据不吹牛,钻玻璃不石,2019/5/21 0:11,交易成功,49,0,浙江省,金华市,2
数据不吹牛,2yutin3,2019/5/21 0:14,交易成功,182,0,四川省,成都市,2
数据不吹牛,燕靓,2019/5/21 1:16,交易成功,272,0,广东省,深圳市,1
数据不吹牛,cmissbre,2019/5/21 1:32,交易成功,162,0,上海,上海市,1
数据不吹牛,1fengbingxue1,2019/5/21 2:00,交易成功,178,10,四川省,达州市,1
数据不吹牛,自哈尔信,2019/5/21 5:39,交易成功,264,0,黑龙江省,哈尔滨市,1
数据不吹牛,6wjd7,2019/5/21 8:38,交易成功,166,0,上海,上海市,2
数据不吹牛,椒胡椒,2019/5/21 9:16,交易成功,116,0,云南省,曲靖市,1
数据不吹牛,ayileiqo,2019/5/21 9:32,交易成功,149,0,北京,北京市,1
数据不吹牛,relean9,2019/5/21 10:03,交易成功,204,0,上海,上海市,1
数据不吹牛,5tb769632,2019/5/21 10:22,交易成功,49,0,北京,北京市,1
数据不吹牛,霉淘气孩,2019/5/21 10:36,交易成功,152,0,黑龙江省,哈尔滨市,1
数据不吹牛,衣mom铺,2019/5/21 10:37,交易成功,217,0,浙江省,宁波市,1
数据不吹牛,j星星y,2019/5/21 10:49,交易成功,193,0,广东省,汕尾市,1
数据不吹牛,2judy105,2019/5/21 10:50,交易成功,222,0,浙江省,杭州市,1
数据不吹牛,红李李义红,2019/5/21 11:07,交易成功,208,0,湖北省,荆州市,1
数据不吹牛,衣奶香123草,2019/5/21 11:11,交易成功,134,0,浙江省,温州市,1
数据不吹牛,8ivy_song10,2019/5/21 11:14,交易成功,144,0,上海,上海市,1
数据不吹牛,舒linli儿,2019/5/21 11:32,交易成功,47,0,广东省,广州市,2
数据不吹牛,5huangwenyin5,2019/5/21 11:53,交易成功,261,6,浙江省,台州市,1
数据不吹牛,d温馨家园z,2019/5/21 12:10,交易成功,40,0,福建省,福州市,1
数据不吹牛,a冉丹rann,2019/5/21 12:20,交易成功,244,0,四川省,达州市,1
数据不吹牛,ywingwany,2019/5/21 12:27,交易成功,49,0,上海,上海市,2
数据不吹牛,n我是yoyoyg,2019/5/21 12:35,交易成功,244,0,新疆维吾尔自治区,巴音郭楞蒙古自治州,1
数据不吹牛,2frecfrec10,2019/5/21 12:39,交易成功,39,0,北京,北京市,2
数据不吹牛,6mengdan5,2019/5/21 12:42,交易成功,165,0,山东省,东营市,1
数据不吹牛,泛熙,2019/5/21 12:55,交易成功,184,0,湖南省,永州市,1
数据不吹牛,2lijiemei2,2019/5/21 13:08,交易成功,34,0,广东省,东莞市,2
数据不吹牛,佳我是晨,2019/5/21 13:10,交易成功,226,0,辽宁省,营口市,1
数据不吹牛,0t_1495207334764_00,2019/5/21 13:11,付款以后用户退款成功，交易自动关闭,38,0,广东省,东莞市,1
数据不吹牛,emenghuansani,2019/5/21 13:15,付款以后用户退款成功，交易自动关闭,149,0,浙江省,宁波市,1
数据不吹牛,6桃红柳9,2019/5/21 13:21,交易成功,265,0,江苏省,苏州市,1
数据不吹牛,0t_1495207334764_00,2019/5/21 13:32,交易成功,38,0,广东省,东莞市,1
数据不吹牛,斗霹斗,2019/5/21 13:45,交易成功,73,0,上海,上海市,2
数据不吹牛,evganl,2019/5/21 13:47,交易成功,49,0,江西省,南昌市,1
数据不吹牛,eabc,2019/5/21 13:51,交易成功,167,0,广东省,广州市,1
数据不吹牛,味柠檬依道,2019/5/21 13:52,交易成功,37,0,四川省,达州市,2
数据不吹牛,6juice4,2019/5/21 13:56,交易成功,210,0,浙江省,嘉兴市,1
数据不吹牛,trubyxiau,2019/5/21 13:59,交易成功,260,0,上海,上海市,1
数据不吹牛,2王碧泓0,2019/5/21 14:09,交易成功,158,6,浙江省,宁波市,1
数据不吹牛,9小熙0,2019/5/21 14:16,交易成功,124,0,海南省,海口市,1
数据不吹牛,流长江瓶,2019/5/21 14:35,交易成功,142,0,辽宁省,辽阳市,1
数据不吹牛,佳liao佳,2019/5/21 14:55,交易成功,257,0,北京,北京市,1
数据不吹牛,5gjy41,2019/5/21 15:01,交易成功,144,0,湖北省,襄阳市,1
数据不吹牛,ahepanjo,2019/5/21 15:05,交易成功,251,6,浙江省,湖州市,1
数据不吹牛,1暴走旋风20,2019/5/21 15:09,交易成功,49,0,上海,上海市,1
数据不吹牛,asebastian_crysl,2019/5/21 15:14,交易成功,151,0,上海,上海市,1
数据不吹牛,n生死之交aa,2019/5/21 15:14,交易成功,228,0,吉林省,长春市,1
数据不吹牛,8warmwinte8,2019/5/21 15:26,交易成功,186,0,上海,上海市,1
数据不吹牛,1瑾儿14,2019/5/21 15:29,交易成功,141,0,陕西省,西安市,1
数据不吹牛,4tb499566,2019/5/21 15:34,付款以后用户退款成功，交易自动关闭,211,0,陕西省,汉中市,1
数据不吹牛,4tb499566,2019/5/21 15:38,交易成功,188,0,陕西省,汉中市,1
数据不吹牛,油五彩缤纷果,2019/5/21 15:47,交易成功,37,0,浙江省,宁波市,2
数据不吹牛,1阿毅01,2019/5/21 16:01,交易成功,211,10,贵州省,贵阳市,1
数据不吹牛,ipopeyedel,2019/5/21 16:10,交易成功,31,0,广东省,广州市,3
数据不吹牛,六only五色,2019/5/21 16:25,交易成功,54,0,上海,上海市,2
数据不吹牛,风cz海,2019/5/21 16:31,交易成功,178,0,江苏省,常州市,1
数据不吹牛,包当个客,2019/5/21 16:59,交易成功,169,0,天津,天津市,1
数据不吹牛,2huangxinhua5,2019/5/21 17:26,交易成功,204,0,广东省,中山市,1
数据不吹牛,2命中注定11,2019/5/21 17:40,交易成功,49,0,山西省,晋中市,2
数据不吹牛,永oa现在就远,2019/5/21 17:48,交易成功,49,0,重庆,重庆市,2
数据不吹牛,2zhangwenyun6,2019/5/21 18:46,交易成功,210,0,贵州省,贵阳市,1
数据不吹牛,2漂亮的月季花1776,2019/5/21 19:09,交易成功,240,6,上海,上海市,1
数据不吹牛,给山力,2019/5/21 19:16,交易成功,149,0,山东省,济宁市,1
数据不吹牛,0娜81,2019/5/21 19:22,交易成功,198,0,辽宁省,大连市,1
数据不吹牛,妹童瑾灬,2019/5/21 19:38,交易成功,226,6,浙江省,湖州市,1
数据不吹牛,iquasimonochromac,2019/5/21 20:06,交易成功,134,0,广东省,深圳市,1
数据不吹牛,3lizinan00,2019/5/21 20:21,交易成功,40,0,四川省,成都市,1
数据不吹牛,2iris_53,2019/5/21 20:24,交易成功,134,0,四川省,成都市,1
数据不吹牛,3ljx6300,2019/5/21 20:34,交易成功,236,0,江苏省,泰州市,1
数据不吹牛,3tb58202223,2019/5/21 20:35,交易成功,176,0,湖南省,长沙市,1
数据不吹牛,7lbq1,2019/5/21 20:38,交易成功,270,0,四川省,成都市,1
数据不吹牛,1piggy18,2019/5/21 20:38,交易成功,38,0,浙江省,宁波市,1
数据不吹牛,otaiyuanzhang_gouu,2019/5/21 20:58,交易成功,73,0,山西省,太原市,3
数据不吹牛,鹜南,2019/5/21 21:02,交易成功,118,0,江西省,萍乡市,1
数据不吹牛,玩大玩家,2019/5/21 21:19,交易成功,177,0,上海,上海市,1
数据不吹牛,rfishy,2019/5/21 21:20,交易成功,49,0,广东省,深圳市,1
数据不吹牛,3huanghaiyan8,2019/5/21 21:27,交易成功,180,8,江西省,上饶市,1
数据不吹牛,小哈猫,2019/5/21 21:27,交易成功,259,0,上海,上海市,1
数据不吹牛,2钱军201202,2019/5/21 21:27,交易成功,49,0,安徽省,合肥市,2
数据不吹牛,9bobobaobe5,2019/5/21 21:28,交易成功,144,0,上海,上海市,1
数据不吹牛,9张69,2019/5/21 21:44,交易成功,260,0,北京,北京市,1
数据不吹牛,0往事如烟200712,2019/5/21 21:51,交易成功,222,0,上海,上海市,1
数据不吹牛,2haihailmy0,2019/5/21 21:53,交易成功,188,0,四川省,达州市,1
数据不吹牛,阿叮叮是旺,2019/5/21 22:01,交易成功,197,0,海南省,海口市,1
数据不吹牛,h阳阳mio,2019/5/21 22:03,交易成功,183,10,吉林省,四平市,1
数据不吹牛,z有心人w,2019/5/21 22:05,交易成功,153,0,广东省,佛山市,1
数据不吹牛,nzusiqig,2019/5/21 22:08,交易成功,126,0,江西省,吉安市,1
数据不吹牛,1yzyb1111,2019/5/21 22:26,交易成功,118,0,江苏省,扬州市,1
数据不吹牛,2刘飞19803,2019/5/21 22:49,交易成功,98,0,新疆维吾尔自治区,克拉玛依市,4
数据不吹牛,ygracei,2019/5/21 22:51,付款以后用户退款成功，交易自动关闭,218,0,上海,上海市,2
数据不吹牛,菁lj菁,2019/5/21 22:59,交易成功,195,0,上海,上海市,1
数据不吹牛,9智能电9,2019/5/21 23:00,交易成功,166,0,河北省,沧州市,2
数据不吹牛,slazadg,2019/5/21 23:05,交易成功,254,8,广东省,深圳市,2
数据不吹牛,1zly_16,2019/5/21 23:36,交易成功,127,6,浙江省,温州市,1
数据不吹牛,呀淘淘嘿,2019/5/21 23:59,交易成功,133,0,陕西省,西安市,1
数据不吹牛,0wangsong199202,2019/5/22 0:26,交易成功,144,0,上海,上海市,1
数据不吹牛,tfisht,2019/5/22 0:48,交易成功,149,0,北京,北京市,1
数据不吹牛,emrredm,2019/5/22 5:08,交易成功,111,8,北京,北京市,1
数据不吹牛,5桂花67263,2019/5/22 6:25,付款以后用户退款成功，交易自动关闭,144,0,宁夏回族自治区,银川市,1
数据不吹牛,lweiaixueanga,2019/5/22 7:39,交易成功,149,0,江苏省,盐城市,1
数据不吹牛,2gly_5,2019/5/22 8:07,交易成功,184,0,重庆,重庆市,1
数据不吹牛,麻两个娃娃麻,2019/5/22 8:25,交易成功,34,0,上海,上海市,2
数据不吹牛,2lyt124,2019/5/22 9:10,交易成功,183,0,陕西省,汉中市,1
数据不吹牛,1睡不醒05,2019/5/22 9:12,交易成功,40,0,湖南省,怀化市,1
数据不吹牛,gjingno2,2019/5/22 9:18,交易成功,49,0,江苏省,扬州市,1
数据不吹牛,氏零上零度,2019/5/22 9:31,交易成功,265,0,河南省,郑州市,1
数据不吹牛,0tzhou7,2019/5/22 10:22,交易成功,201,8,广东省,深圳市,1
数据不吹牛,8dongxiaoyan16,2019/5/22 10:24,交易成功,144,0,山东省,青岛市,1
数据不吹牛,1大爱小悦14,2019/5/22 10:27,交易成功,167,0,浙江省,温州市,1
数据不吹牛,1cynthiafo3,2019/5/22 10:37,交易成功,34,0,河南省,许昌市,2
数据不吹牛,1xhs197701,2019/5/22 11:33,交易成功,40,0,上海,上海市,1
数据不吹牛,xcalvinp,2019/5/22 11:52,交易成功,103,0,上海,上海市,3
数据不吹牛,康畯,2019/5/22 12:03,交易成功,274,0,江苏省,南京市,1
数据不吹牛,一云一,2019/5/22 12:34,交易成功,124,0,湖北省,黄冈市,1
数据不吹牛,slazadg,2019/5/22 13:17,交易成功,181,8,广东省,深圳市,1
数据不吹牛,2kleinchen09,2019/5/22 13:50,交易成功,149,0,浙江省,嘉兴市,1
数据不吹牛,儿相戏,2019/5/22 13:53,交易成功,258,0,宁夏回族自治区,石嘴山市,1
数据不吹牛,8tbtianbi8,2019/5/22 14:02,交易成功,120,0,湖北省,武汉市,1
数据不吹牛,gmma,2019/5/22 14:12,付款以后用户退款成功，交易自动关闭,232,0,广东省,佛山市,1
数据不吹牛,2linzhang198814,2019/5/22 14:14,交易成功,109,6,浙江省,台州市,1
数据不吹牛,1sissi9824,2019/5/22 14:47,交易成功,44,0,山东省,青岛市,2
数据不吹牛,啦小熊维尼啦,2019/5/22 15:06,交易成功,224,0,内蒙古自治区,鄂尔多斯市,1
